cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00901,2024-09-18,Billing,The email confirmation for my account change took two days to arrive.,2,1,1,1
C00902,2022-05-08,Billing,The email confirmation for my account change took two days to arrive.,2,13,1,1
C00902,2024-02-01,Technical,The email confirmation for my account change took two days to arrive.,2,5,0,1
C00903,2024-08-02,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,4,0,1
C00903,2022-03-28,Technical,I would like to know my current contract end date.,1,4,0,1
C00903,2024-12-18,Outage,I was treated rudely on my last call and I want this addressed.,4,10,1,0
C00905,2024-12-03,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,9,1,0
C00905,2023-09-08,Meter Reading,I have been waiting over a week for someone to call me back.,3,2,0,0
C00906,2024-04-06,Billing,The level of service I am receiving is completely unacceptable.,4,2,0,0
C00906,2024-06-12,Account Management,The email confirmation for my account change took two days to arrive.,2,12,0,1
C00906,2024-08-09,Meter Reading,My power has been out for two days and nobody has given me an update.,4,21,1,1
C00907,2023-02-15,Outage,The online chat bot could not help me and I had to call anyway.,3,16,1,1
C00907,2022-11-22,Service Quality,My bill was slightly higher than I expected this month.,2,7,1,1
C00907,2024-11-21,Meter Reading,The level of service I am receiving is completely unacceptable.,4,2,1,0
C00907,2024-01-02,Outage,The rate increase was not communicated clearly and came as a surprise.,3,2,0,1
C00909,2023-08-16,Service Quality,The technician did not show up at the agreed time without any notice.,3,11,0,1
C00910,2024-08-14,Outage,"Everything is fine, just updating my details.",1,8,0,0
C00910,2023-05-11,Service Quality,I was on hold for about 20 minutes which felt long.,2,2,0,0
C00912,2023-09-13,Service Quality,Your company has overcharged me for months and nobody will fix it.,5,3,0,0
C00915,2024-10-11,Technical,I feel like loyal customers are not being valued the way they should be.,3,4,0,0
C00916,2024-01-20,Service Quality,Can you confirm my direct debit amount?,1,6,0,0
C00916,2022-07-06,Meter Reading,I was on hold for about 20 minutes which felt long.,2,14,0,1
C00917,2022-04-03,Account Management,Just checking when my next meter read is scheduled.,1,9,0,1
C00917,2022-04-08,Billing,Quick question about the new tariff letter I received.,1,6,0,1
C00917,2024-09-21,Outage,Could you send me a copy of last month's bill?,1,7,0,1
C00917,2022-05-07,Service Quality,I am very unhappy with the service. My complaint from last month is still open.,4,10,1,0
C00917,2023-02-22,Outage,"Everything is fine, just updating my details.",1,4,1,1
C00918,2024-03-27,Technical,Quick question about the new tariff letter I received.,1,5,1,1
C00919,2022-04-03,Billing,I took a day off work for the technician and nobody came.,4,4,0,0
C00919,2024-09-13,Account Management,"Three technicians, three no-shows. I have lost my patience entirely.",5,12,0,1
C00920,2024-09-07,Billing,Just checking when my next meter read is scheduled.,1,7,0,1
C00920,2022-07-01,Service Quality,The email confirmation for my account change took two days to arrive.,2,10,1,1
C00920,2023-07-26,Technical,I feel like loyal customers are not being valued the way they should be.,3,17,1,1
C00920,2023-04-28,Billing,I am not satisfied with how my previous complaint was handled.,3,14,0,0
C00922,2024-07-10,Technical,The technician arrived a bit late but did a good job.,2,12,0,1
C00922,2024-07-01,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,4,0,1
C00922,2024-01-06,Service Quality,I had trouble navigating the new online portal at first.,2,12,0,1
C00922,2024-09-22,Outage,The worst customer experience I have ever had in my life.,5,7,1,0
C00923,2022-05-25,Account Management,This is the third billing error in a row. I am losing patience.,4,18,0,0
C00923,2022-11-09,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,13,0,0
C00923,2024-06-11,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,9,0,1
C00923,2024-03-04,Service Quality,I took a day off work for the technician and nobody came.,4,12,0,1
C00923,2022-05-10,Technical,Could you send me a copy of last month's bill?,1,2,1,1
C00924,2023-04-03,Technical,Response time was a bit slower than last time I called.,2,6,0,0
C00924,2024-02-13,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,14,0,0
C00924,2022-05-20,Service Quality,The technician did not show up at the agreed time without any notice.,3,6,0,0
C00926,2024-11-09,Outage,"Everything is fine, just updating my details.",1,8,1,1
C00926,2022-06-11,Outage,The online chat bot could not help me and I had to call anyway.,3,15,0,0
C00927,2024-10-26,Technical,Just checking when my next meter read is scheduled.,1,7,0,1
C00928,2024-11-26,Outage,Just checking when my next meter read is scheduled.,1,5,0,0
C00929,2022-01-28,Service Quality,Just checking when my next meter read is scheduled.,1,5,1,1
C00931,2022-09-21,Service Quality,The technician did not show up at the agreed time without any notice.,3,9,1,1
C00931,2023-10-04,Account Management,I am considering switching providers if this is not fixed immediately.,4,9,0,1
C00932,2022-12-03,Account Management,I am considering switching providers if this is not fixed immediately.,4,2,1,1
C00932,2022-08-10,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,19,0,1
C00932,2022-07-09,Outage,Just checking when my next meter read is scheduled.,1,6,0,0
C00932,2023-08-24,Outage,The online chat bot could not help me and I had to call anyway.,3,18,0,0
C00932,2024-05-13,Billing,I need to change my contact phone number on the account.,1,2,0,1
C00933,2024-07-06,Billing,The customer service agent I spoke to was not very helpful.,3,8,0,1
C00933,2023-06-03,Service Quality,"Three technicians, three no-shows. I have lost my patience entirely.",5,1,1,1
C00934,2024-10-03,Outage,I waited longer than usual for a callback but it came eventually.,2,7,1,1
C00934,2024-07-09,Billing,The rate increase was not communicated clearly and came as a surprise.,3,7,1,1
C00934,2024-02-16,Technical,I want to switch to paperless billing.,1,1,0,0
C00934,2024-09-12,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,20,0,1
C00935,2024-11-20,Billing,Can you confirm my direct debit amount?,1,1,0,1
C00935,2024-09-28,Outage,"There was a small discrepancy on my statement, now resolved.",2,5,1,0
C00935,2024-04-14,Service Quality,"Three technicians, three no-shows. I have lost my patience entirely.",5,2,0,0
C00935,2024-10-19,Meter Reading,"Everything is fine, just updating my details.",1,4,0,0
C00936,2022-08-08,Technical,I am not satisfied with how my previous complaint was handled.,3,15,1,0
C00937,2024-01-18,Meter Reading,I would like to know my current contract end date.,1,1,0,1
C00938,2023-05-25,Service Quality,The email confirmation for my account change took two days to arrive.,2,6,0,0
C00939,2022-10-03,Billing,My bill has errors and I have had to call twice about the same issue.,3,19,0,0
C00939,2022-05-08,Technical,I want to switch to paperless billing.,1,8,0,1
C00939,2022-06-19,Account Management,I am considering switching providers if this is not fixed immediately.,4,7,1,0
C00939,2022-03-03,Account Management,I want a full refund and I am cancelling everything today.,5,15,0,0
C00940,2023-01-28,Outage,I would like to know my current contract end date.,1,2,0,1
C00941,2024-10-06,Account Management,Calling to update my billing address.,1,8,0,1
C00941,2024-10-18,Account Management,I need to change my contact phone number on the account.,1,5,0,0
C00941,2024-09-25,Technical,I want a formal complaint registered. This has gone on too long.,4,23,0,0
C00942,2024-06-05,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,10,0,1
C00942,2023-10-28,Outage,I am going to leave a public review warning everyone about this company.,5,28,0,0
C00943,2024-11-12,Billing,Calling to update my billing address.,1,2,0,1
C00944,2024-09-07,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,24,0,0
C00945,2024-05-21,Service Quality,I am contacting my lawyer. This is negligent and completely unacceptable.,5,23,0,0
C00947,2024-01-05,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,19,0,1
C00948,2024-01-19,Service Quality,I have been trying to get this resolved for two weeks now.,3,10,0,0
C00948,2022-12-24,Outage,My bill has errors and I have had to call twice about the same issue.,3,19,0,0
C00949,2024-09-09,Account Management,The technician did not show up at the agreed time without any notice.,3,18,0,1
C00949,2024-09-04,Service Quality,The website was slow when I tried to log in yesterday.,2,9,0,0
C00950,2022-04-05,Technical,The customer service agent I spoke to was not very helpful.,3,11,0,0
C00950,2022-01-25,Meter Reading,The technician did not show up at the agreed time without any notice.,3,7,0,1
C00950,2024-01-04,Meter Reading,Just checking when my next meter read is scheduled.,1,5,0,1
C00950,2024-05-06,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,7,0,1
C00950,2022-03-27,Outage,I would like to check my current balance please.,1,8,0,1
C00953,2022-03-11,Service Quality,I am switching providers immediately. I cannot tolerate this incompetence.,5,8,0,0
C00953,2024-02-03,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,12,0,0
C00954,2024-01-15,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,14,0,1
C00955,2024-09-12,Service Quality,I was on hold for about 20 minutes which felt long.,2,12,0,1
C00955,2022-02-07,Technical,I have been waiting over a week for someone to call me back.,3,13,0,0
C00955,2023-10-12,Account Management,The website was slow when I tried to log in yesterday.,2,8,1,1
C00955,2022-02-20,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,8,0,1
C00956,2022-07-04,Account Management,I want a formal complaint registered. This has gone on too long.,4,18,0,0
C00957,2023-06-15,Technical,My power has been out for two days and nobody has given me an update.,4,18,0,0
C00957,2022-02-08,Outage,I am considering switching providers if this is not fixed immediately.,4,7,1,0
C00957,2024-03-03,Outage,The technician arrived a bit late but did a good job.,2,5,0,1
C00957,2024-10-17,Service Quality,I am considering switching providers if this is not fixed immediately.,4,9,1,1
C00958,2023-04-20,Account Management,I am not satisfied with how my previous complaint was handled.,3,1,0,1
C00959,2023-06-13,Service Quality,I had trouble navigating the new online portal at first.,2,7,0,1
C00960,2024-07-25,Account Management,I was treated rudely on my last call and I want this addressed.,4,17,1,1
C00960,2022-11-05,Technical,I am very unhappy with the service. My complaint from last month is still open.,4,7,1,1
C00960,2022-02-18,Account Management,I would like to check my current balance please.,1,2,0,1
C00961,2024-09-13,Outage,I need to change my contact phone number on the account.,1,3,0,1
C00961,2023-10-20,Outage,Response time was a bit slower than last time I called.,2,6,0,1
C00961,2024-08-01,Meter Reading,I am very unhappy with the service. My complaint from last month is still open.,4,22,0,1
C00964,2024-12-13,Meter Reading,My bill was slightly higher than I expected this month.,2,6,0,1
C00964,2024-02-21,Billing,I am contacting my lawyer. This is negligent and completely unacceptable.,5,18,1,0
C00964,2024-05-12,Outage,I would like to know my current contract end date.,1,6,0,1
C00965,2024-04-23,Meter Reading,I want to cancel my account. I have had enough of this terrible service.,5,11,1,1
C00965,2024-09-28,Meter Reading,Can you confirm my direct debit amount?,1,8,0,0
C00966,2022-03-13,Service Quality,The email confirmation for my account change took two days to arrive.,2,3,1,1
C00966,2024-07-28,Service Quality,The online chat bot could not help me and I had to call anyway.,3,2,1,1
